player_id,first_name,last_name,position,team_id,status,total_points,current_value,selected_by_percent,news,photo,image_status
466,Hwang,Ui-jo,4,16,a,0,45,1.2,,201440.jpg,Downloaded
467,Neco,Williams,2,16,a,3,45,0.3,,215136.jpg,Downloaded
468,Chris,Wood,4,16,a,8,50,0.7,,60689.jpg,Downloaded
469,Joe,Worrall,2,16,a,3,45,0.1,,208912.jpg,Downloaded
470,Ryan,Yates,3,16,a,3,50,0.0,,204968.jpg,Downloaded
471,Anel,Ahmedhodžić,2,17,a,2,45,0.4,,233821.jpg,Downloaded
472,Jordan,Amissah,1,17,a,0,40,0.3,,538206.jpg,Downloaded
473,George,Baldock,2,17,d,2,40,13.8,Calf injury - 75% chance of playing,82691.jpg,Downloaded
474,Chris,Basham,2,17,a,3,40,0.9,,40386.jpg,Downloaded
475,Sander,Berge,3,6,a,2,50,0.2,,207189.jpg,Downloaded
476,Jayden,Bogle,2,17,d,0,45,0.0,Knee injury - 25% chance of playing,226182.jpg,Downloaded
477,Rhian,Brewster,4,17,i,0,50,0.1,Lack of match fitness - Unknown return date,195473.jpg,Downloaded
478,Ismaila,Coulibaly,3,17,d,0,45,0.0,Knee injury - 25% chance of playing,476938.jpg,Downloaded
479,Adam,Davies,1,17,a,0,40,0.2,,102549.jpg,Downloaded
480,John,Egan,2,17,a,3,45,0.2,,108416.jpg,Downloaded
481,John,Fleck,3,17,i,0,50,0.0,Leg injury - Unknown return date,47247.jpg,Downloaded
482,Wes,Foderingham,1,17,a,5,45,0.3,,82143.jpg,Downloaded
483,Daniel,Jebbison,4,17,d,0,50,0.0,Groin Injury - 50% chance of playing,523700.jpg,Downloaded
484,Max,Lowe,2,17,a,3,45,0.1,,155197.jpg,Downloaded
485,Oliver,McBurnie,4,17,d,0,55,0.0,Lack of match fitness - 75% chance of playing,169432.jpg,Downloaded
486,Iliman,Ndiaye,4,17,u,0,55,0.0,Permanent transfer to Marseille,440993.jpg,Downloaded
487,Rhys,Norrington-Davies,2,17,i,0,40,0.1,Lack of match fitness - Unknown return date,443211.jpg,Downloaded
488,Oliver,Norwood,3,17,a,3,50,0.0,,79934.jpg,Downloaded
489,Ben,Osborn,3,17,a,3,50,0.0,,167878.jpg,Downloaded
490,William,Osula,4,17,a,3,45,1.6,,538207.jpg,Downloaded
491,Brandon,Austin,1,18,a,0,40,0.2,,214572.jpg,Downloaded
492,Rodrigo,Bentancur,3,18,i,0,55,0.0,Knee injury - Expected back 04 Nov,202993.jpg,Downloaded
493,Yves,Bissouma,3,18,a,5,50,0.5,,227127.jpg,Downloaded
494,Bryan,Gil Salvatierra,3,18,i,0,50,0.0,Groin Injury - Unknown return date,436234.jpg,Downloaded
495,Ben,Davies,2,18,a,4,45,0.7,,115556.jpg,Downloaded
496,Eric,Dier,2,18,a,0,44,0.9,,93264.jpg,Downloaded
497,Emerson,Leite de Souza Junior,2,18,a,9,45,1.9,,241157.jpg,Downloaded
498,Fraser,Forster,1,18,a,0,40,3.4,,40383.jpg,Downloaded
499,Pierre-Emile,Højbjerg,3,18,a,1,54,0.5,,132015.jpg,Downloaded
500,Harry,Kane,4,18,u,0,125,1.0,Transferred to Bayern Munich,78830.jpg,Downloaded
501,Dejan,Kulusevski,3,18,a,5,70,1.3,,445044.jpg,Downloaded
502,Hugo,Lloris,1,18,a,0,50,0.7,,37915.jpg,Downloaded
503,Giovani,Lo Celso,3,18,a,0,49,0.1,,200826.jpg,Downloaded
504,James,Maddison,3,18,d,12,76,13.7,Knock - 75% chance of playing,172780.jpg,Downloaded
505,Tanguy,Ndombélé Alvaro,3,18,a,0,44,0.5,,231372.jpg,Downloaded
506,Pedro,Porro,2,18,a,6,49,2.6,,441164.jpg,Downloaded
507,Ivan,Perišić,2,18,a,2,50,2.8,,45034.jpg,Downloaded
508,Sergio,Reguilón,2,18,a,0,44,0.2,,199249.jpg,Downloaded
509,Richarlison,de Andrade,3,18,a,5,70,3.8,,212319.jpg,Downloaded
510,Joe,Rodon,2,18,u,0,40,0.1,Season long loan to Leeds United,214225.jpg,Downloaded
511,Cristian,Romero,2,18,a,13,45,3.2,,221632.jpg,Downloaded
512,Davinson,Sánchez,2,18,a,0,45,0.2,,173904.jpg,Downloaded
513,Pape Matar,Sarr,3,18,a,11,45,1.8,,482442.jpg,Downloaded
514,Ryan,Sessegnon,2,18,i,0,45,0.0,Hamstring injury - Unknown return date,184349.jpg,Downloaded
515,Oliver,Skipp,3,18,a,1,49,0.2,,209042.jpg,Downloaded
516,Son,Heung-min,3,18,a,5,90,5.9,,85971.jpg,Downloaded
517,Djed,Spence,2,18,a,0,40,0.6,,232859.jpg,Downloaded
518,Japhet,Tanganga,2,18,a,0,40,0.9,,199584.jpg,Downloaded
519,Destiny,Udogie,2,18,a,6,45,3.0,,487053.jpg,Downloaded
520,Guglielmo,Vicario,1,18,a,12,50,1.3,,184254.jpg,Downloaded
521,Alfie,Whiteman,1,18,i,0,40,0.2,Ankle injury - Unknown return date,175941.jpg,Downloaded
522,Nayef,Aguerd,2,19,s,7,45,0.5,Suspended until 01 Sep,210494.jpg,Downloaded
523,Michail,Antonio,4,19,a,10,60,2.4,,57531.jpg,Downloaded
524,Alphonse,Areola,1,19,a,13,40,24.1,,84182.jpg,Downloaded
525,Saïd,Benrahma,3,19,a,4,60,0.8,,172841.jpg,Downloaded
526,Jarrod,Bowen,3,19,a,11,70,4.8,,178186.jpg,Downloaded
527,Maxwel,Cornet,3,19,a,1,54,0.1,,149519.jpg,Downloaded
528,Vladimír,Coufal,2,19,a,4,45,0.3,,164555.jpg,Downloaded
529,Conor,Coventry,3,19,a,0,45,0.1,,222017.jpg,Downloaded
530,Aaron,Cresswell,2,19,a,0,44,0.8,,55459.jpg,Downloaded
531,Flynn,Downes,3,19,u,0,50,0.0,Season-long loan to Southampton,220585.jpg,Downloaded
532,Emerson,Palmieri dos Santos,2,19,a,5,45,0.4,,109533.jpg,Downloaded
533,Lukasz,Fabianski,1,19,a,0,45,2.6,,37096.jpg,Downloaded
534,Pablo,Fornals Malla,3,19,a,3,50,0.1,,217593.jpg,Downloaded
535,Danny,Ings,4,19,a,1,59,1.4,,84939.jpg,Downloaded
536,Ben,Johnson,2,19,a,0,45,0.1,,222018.jpg,Downloaded
537,Thilo,Kehrer,2,19,a,1,45,0.1,,201057.jpg,Downloaded
538,Divin,Mubama,4,19,a,0,45,10.3,,487837.jpg,Downloaded
539,Lucas,Tolentino Coelho de Lima,3,19,a,7,60,1.6,,224024.jpg,Downloaded
540,Declan,Rice,3,1,a,5,55,5.7,,204480.jpg,Downloaded
541,Gianluca,Scamacca,4,19,u,0,60,0.0,Permanent transfer to Atalanta BC,195899.jpg,Downloaded
542,Tomáš,Souček,3,19,a,9,50,1.4,,215439.jpg,Downloaded
543,Nikola,Vlašić,3,19,u,0,45,0.1,Permanent transfer to Torino,180151.jpg,Downloaded
544,Kurt,Zouma,2,19,a,4,45,0.9,,103192.jpg,Downloaded
545,Rayan,Aït-Nouri,2,20,a,1,45,0.4,,448514.jpg,Downloaded
546,Daniel,Bentley,1,20,a,0,40,0.4,,79602.jpg,Downloaded
548,Hugo,Bueno López,2,20,a,2,45,0.1,,490721.jpg,Downloaded
549,Francisco Jorge,Tomás Oliveira,3,20,u,0,45,0.0,Season long loan to Stoke Utd,510363.jpg,Downloaded
550,Luke,Cundle,3,20,u,0,45,0.0,Season long loan to Plymouth Argyle,245923.jpg,Downloaded
551,Craig,Dawson,2,20,a,1,45,0.3,,60232.jpg,Downloaded
552,Fábio,Silva,4,20,a,2,55,0.3,,449988.jpg,Downloaded
553,Ryan,Giles,2,12,a,0,45,0.1,,232351.jpg,Downloaded
554,Gonçalo Manuel,Ganchinho Guedes,3,20,a,0,54,0.1,,181284.jpg,Downloaded
555,Joe,Hodge,3,20,a,0,45,0.1,,240299.jpg,Downloaded
556,Ki-Jana,Hoever,2,20,u,0,40,0.1,Season long loan to Stoke Utd,441271.jpg,Downloaded
557,Hwang,Hee-chan,3,20,a,6,55,0.1,,184754.jpg,Downloaded
558,Raúl,Jiménez,4,10,a,3,54,1.0,,102057.jpg,Downloaded
559,João Victor,Gomes da Silva,3,20,a,3,50,0.1,,448089.jpg,Downloaded
560,Jonathan,Castro Otto,2,20,a,0,45,0.1,,114128.jpg,Downloaded
561,Bruno,Cavaco Jordão,3,20,a,0,45,0.2,,428610.jpg,Downloaded
562,Sasa,Kalajdzic,4,20,a,1,50,0.1,,429414.jpg,Downloaded
563,Max,Kilman,2,20,a,1,45,0.7,,214048.jpg,Downloaded
564,Tom,King,1,20,a,0,40,0.8,,138001.jpg,Downloaded
565,Mario,Lemina,3,20,a,3,50,0.0,,151086.jpg,Downloaded
566,Matheus Luiz,Nunes,3,20,s,1,50,0.2,Suspended until 03 Sep,465351.jpg,Downloaded
567,Pedro,Lomba Neto,3,20,a,3,55,0.3,,247632.jpg,Downloaded
568,Daniel,Castelo Podence,3,20,a,0,54,0.1,,200600.jpg,Downloaded
569,José,Malheiro de Sá,1,20,a,3,50,1.1,,149065.jpg,Downloaded
570,Pablo,Sarabia,3,20,a,7,50,0.2,,88484.jpg,Downloaded
571,Matija,Šarkić,1,20,u,0,40,0.5,Permanent transfer to Millwall,216208.jpg,Downloaded
572,Nélson,Cabral Semedo,2,20,a,2,45,0.4,,200402.jpg,Downloaded
573,Toti António,Gomes,2,20,a,1,45,0.1,,510362.jpg,Downloaded
574,Boubacar,Traoré,3,20,a,0,45,0.5,,476502.jpg,Downloaded
575,Tom,Lockyer,2,12,a,0,45,0.2,,108796.jpg,Downloaded
576,Jack,Robinson,2,17,a,3,45,0.1,,83427.jpg,Downloaded
577,Angelo,Ogbonna,2,19,a,1,45,0.1,,40669.jpg,Downloaded
578,Reiss,Nelson,3,1,a,0,50,0.0,,200641.jpg,Downloaded
579,Andy,Lonergan,1,9,a,0,40,0.1,,11948.jpg,Downloaded
580,Loris,Karius,1,15,a,0,40,0.3,,104542.jpg,Downloaded
581,Paul,Dummett,2,15,a,0,40,0.2,,106618.jpg,Downloaded
582,Pelly Ruddock,Mpanzu,3,12,a,2,50,0.1,,104047.jpg,Downloaded
583,Manor,Solomon,3,18,a,1,54,0.1,,235674.jpg,Downloaded
584,Pau,Torres,2,2,a,6,45,2.6,,244954.jpg,Downloaded
585,Jurriën,Timber,2,1,i,0,48,1.6,Knee injury - Unknown return date,445122.jpg,Downloaded
586,Tahith,Chong,3,12,a,2,50,0.1,,222677.jpg,Downloaded
587,Anis,Slimane,3,17,d,0,49,0.0,Hamstring injury - 75% chance of playing,504198.jpg,Downloaded
588,Ashley,Young,2,9,a,2,45,0.6,,18892.jpg,Downloaded
590,Matheus,Santos Carneiro Da Cunha,4,20,a,4,55,0.6,,430871.jpg,Downloaded
591,Willian,Borges da Silva,3,10,a,1,54,0.5,,47431.jpg,Downloaded
592,Yasser,Larouci,2,17,a,2,45,0.1,,432990.jpg,Downloaded
593,Bénie,Traoré,4,17,a,4,55,0.1,,523957.jpg,Downloaded
594,Zeki,Amdouni,4,6,a,2,55,0.1,,492831.jpg,Downloaded
595,Milos,Kerkez,2,3,a,3,45,0.2,,544877.jpg,Downloaded
596,James,Trafford,1,6,a,2,45,1.0,,432720.jpg,Downloaded
597,André,Onana,1,14,a,11,50,29.4,,202641.jpg,Downloaded
598,Matt,Doherty,2,20,a,0,45,0.3,,87835.jpg,Downloaded
599,Moussa,Diaby,3,2,a,10,66,8.9,,243557.jpg,Downloaded
600,Nathan,Redmond,3,6,a,1,49,0.0,,83283.jpg,Downloaded
601,Arnaut,Danjuma Groeneveld,3,9,a,2,55,0.2,,220307.jpg,Downloaded
602,Issa,Kaboré,2,12,a,1,40,6.0,,476369.jpg,Downloaded
603,Harvey,Barnes,3,15,a,11,65,4.3,,201666.jpg,Downloaded
604,Olu,Aina,2,16,d,0,45,0.1,Groin Injury - 50% chance of playing,159506.jpg,Downloaded
605,Luca,Koleosho,3,6,a,2,50,0.0,,487702.jpg,Downloaded
606,Igor Julio,dos Santos de Paulo,2,5,a,0,44,0.1,,223434.jpg,Downloaded
607,Ionuț,Radu,1,3,a,0,45,0.1,,215531.jpg,Downloaded
608,Jacob,Bruun Larsen,3,6,a,1,50,0.0,,179458.jpg,Downloaded
609,Ian,Maatsen,3,7,a,1,54,0.1,,441302.jpg,Downloaded
610,Calvin,Bassey,2,10,a,1,45,0.3,,232892.jpg,Downloaded
611,Axel,Disasi,2,7,a,11,50,5.5,,220362.jpg,Downloaded
613,Lesley,Ugochukwu,3,7,a,1,45,0.2,,503714.jpg,Downloaded
614,Thomas,Kaminski,1,12,a,3,45,0.2,,54738.jpg,Downloaded
615,Matheus,França de Oliveira,3,8,i,0,50,0.0,Back injury - Unknown return date,536694.jpg,Downloaded
616,Joško,Gvardiol,2,13,a,7,50,4.5,,477424.jpg,Downloaded
617,Rasmus,Højlund,4,14,i,0,70,0.8,Back injury - Unknown return date,497894.jpg,Downloaded
618,Omari,Kellyman,3,2,a,0,45,0.0,,549068.jpg,Downloaded
622,Owen,Dodgson,2,6,a,0,40,0.1,,461567.jpg,Downloaded
623,Mason,Burstow,4,7,a,1,45,0.2,,534392.jpg,Downloaded
624,Lewis,Dobbin,3,9,a,2,45,0.0,,461421.jpg,Downloaded
626,Jarell,Quansah,2,11,a,0,40,0.0,,441428.jpg,Downloaded
627,Bobby,Clark,3,11,a,0,45,0.0,,491970.jpg,Downloaded
628,Ben,Doak,3,11,a,1,45,0.1,,496208.jpg,Downloaded
630,Ross,Barkley,3,12,a,0,50,0.2,,88894.jpg,Downloaded
633,Tino,Livramento,2,15,a,1,45,0.2,,441191.jpg,Downloaded
638,Vini,de Souza Costa,3,17,a,2,50,0.0,,424001.jpg,Downloaded
639,Micky,van de Ven,2,18,a,8,45,0.6,,491279.jpg,Downloaded
640,Dane,Scarlett,4,18,a,0,45,0.4,,490145.jpg,Downloaded
642,Edson,Álvarez Velázquez,3,19,a,1,50,0.1,,213999.jpg,Downloaded
643,Max,Aarons,2,3,a,3,45,0.2,,232980.jpg,Downloaded
645,Youssef,Ramalho Chermiti,4,9,a,0,50,0.1,,491012.jpg,Downloaded
646,Karl,Hein,1,1,a,0,40,0.0,,463748.jpg,Downloaded
647,Joseph,Anang,1,19,a,0,40,0.0,,447879.jpg,Downloaded
649,Thomas,Cannon,4,9,a,0,45,0.0,,461416.jpg,Downloaded
650,Tyler,Onyango,3,9,a,1,45,0.0,,461446.jpg,Downloaded
651,Jay,Stansfield,4,10,a,0,45,0.0,,490146.jpg,Downloaded
653,Femi,Seriki,2,17,a,0,40,0.0,,471848.jpg,Downloaded
654,Louie,Marsh,4,17,a,0,45,0.0,,532377.jpg,Downloaded
655,Andre,Brooks,3,17,a,2,45,0.0,,538210.jpg,Downloaded
656,Antwoine,Hackford,4,17,a,2,45,0.1,,487836.jpg,Downloaded
657,Jesurun,Rak-Sakyi,3,8,a,1,45,0.0,,450542.jpg,Downloaded
658,John-Kymani,Gordon,4,8,a,0,45,0.1,,461382.jpg,Downloaded
659,Lucas,Bergström,1,7,a,0,40,0.0,,482158.jpg,Downloaded
661,Jack,Harrison,3,9,a,0,55,0.0,,221399.jpg,Downloaded
662,Adama,Traoré,3,10,a,1,50,0.0,,159533.jpg,Downloaded
663,Gustavo,Hamer,3,17,a,6,50,0.1,,196100.jpg,Downloaded
664,James,Ward-Prowse,3,19,a,9,60,1.6,,101178.jpg,Downloaded
665,Tim,Krul,1,12,a,0,45,0.0,,20480.jpg,Downloaded
666,Tom,Davies,3,17,a,0,50,0.0,,173807.jpg,Downloaded
667,Roméo,Lavia,3,7,a,0,50,0.0,,514356.jpg,Downloaded
668,Wataru,Endo,3,11,a,1,55,0.0,,158983.jpg,Downloaded
669,Radek,Vítek,1,14,a,0,40,0.0,,477733.jpg,Downloaded
670,Filip,Marschall,1,2,a,0,40,0.0,,462381.jpg,Downloaded
671,Bashir,Humphreys,2,7,a,0,40,0.0,,461188.jpg,Downloaded
675,Aaron,Ramsey,3,6,a,0,50,0.0,,447715.jpg,Downloaded
676,Konstantinos,Mavropanos,2,19,a,0,45,0.0,,233963.jpg,Downloaded
120,Yegor,Yarmolyuk,3,4,a,0,45,0.7,,508395.jpg,Not Available
156,Enock,Agyei,3,6,a,0,45,0.2,,578614.jpg,Not Available
162,Darko,Churlinov,3,6,a,0,45,0.0,,250735.jpg,Not Available
171,Luke,McNally,2,6,u,0,40,0.0,Season long loan to Stoke City,483391.jpg,Not Available
235,Jake,O'Brien,2,8,u,0,40,0.1,Permanent transfer to Lyon,512462.jpg,Not Available
325,Carlos,Mendes Gomes,3,12,u,0,45,0.0,Permanent transfer to Bolton Wanderers,453537.jpg,Not Available
329,Fred,Onyedinma,3,12,u,0,50,0.0,Season long loan to Rotherham,168035.jpg,Not Available
331,Aribim,Pepple,4,12,u,0,45,0.2,Season long loan to Bromley,490180.jpg,Not Available
334,Glen,Rea,3,12,a,0,45,0.1,,165152.jpg,Not Available
336,Joe,Taylor,4,12,u,0,45,0.2,Season long loan to Colchester United until the end of the season,242500.jpg,Not Available
338,Jack,Walton,1,12,u,0,40,0.0,Joined Dundee United on a season-long loan - Expected back 01 Jul,207722.jpg,Not Available
348,Shea,Charles,3,13,u,0,45,0.0,Permanent Transfer to Southampton,463210.jpg,Not Available
380,Álvaro,Fernández Carreras,2,14,a,0,40,0.3,,515501.jpg,Not Available
388,Kobbie,Mainoo,3,14,i,0,45,0.0,Ankle injury - Unknown return date,516895.jpg,Not Available
418,Garang,Kuol,3,15,u,0,45,0.0,On loan to FC Volendam,564510.jpg,Not Available
434,Brandon,Aguilera Zamora,3,16,u,0,45,0.0,Season long loan to Estoril,461682.jpg,Not Available
440,Josh,Bowler,3,16,u,0,45,0.0,Season long loan to Cardiff City,245830.jpg,Not Available
444,Mohamed,Dräger,2,16,a,0,40,0.1,,173399.jpg,Not Available
460,Jonathan,Panzo,2,16,a,0,40,0.1,,209035.jpg,Not Available
547,Bendegúz,Bolla,2,20,a,0,40,0.9,,431960.jpg,Not Available
589,Ângelo Gabriel,Borges Damaceno,3,7,u,0,50,0.0,Season long loan to Strasbourg until the end of the season,518620.jpg,Not Available
619,Ben,Greenwood,2,3,a,0,40,0.2,,474772.jpg,Not Available
620,Michale,Olakigbe,3,4,a,0,45,0.0,,501284.jpg,Not Available
621,Jack,Hinshelwood,3,5,a,0,45,0.0,,532529.jpg,Not Available
625,Luc,De Fougerolles,2,10,a,0,40,0.0,,547686.jpg,Not Available
629,James,McConnell,3,11,a,0,45,0.0,,491501.jpg,Not Available
631,Jacob,Brown,4,12,a,4,50,0.2,,242453.jpg,Not Available
632,Omari,Forson,3,14,a,0,45,0.0,,487828.jpg,Not Available
634,Alex,Murphy,2,15,a,0,40,0.4,,545477.jpg,Not Available
635,Lewis,Miley,3,15,a,0,45,0.0,,547719.jpg,Not Available
636,George,Shelvey,1,16,a,0,40,0.0,,450197.jpg,Not Available
637,Josh,Powell,2,16,a,0,40,0.1,,547659.jpg,Not Available
641,Alejo,Véliz,4,18,a,0,55,0.1,,536908.jpg,Not Available
644,Alex,Scott,3,3,i,0,50,0.0,Knee injury - Unknown return date,503139.jpg,Not Available
648,Aidan,Francis-Clarke,2,12,a,0,40,0.0,,552030.jpg,Not Available
652,Matthew,Dibley-Dias,3,10,a,0,45,0.0,,515023.jpg,Not Available
660,Wilson,Odobert,3,6,a,0,50,0.0,,550839.jpg,Not Available
672,Nicolò,Zaniolo,3,2,a,0,55,0.0,,245414.jpg,Not Available
673,Tyler,Adams,3,3,a,0,50,0.0,,200785.jpg,Not Available
674,Hannes,Delcroix,2,6,a,0,40,0.0,,247245.jpg,Not Available
